txn_id,created_at,merchant_id,customer_id,mcc,amount,currency,amount_usd,status,payment_method,card_brand,card_last4,country,city,risk_score,auth_code,fee_rate_percent,fixed_fee_cents,fee_total_usd,processor_cost_usd,net_revenue_usd,net_settlement_usd,settlement_batch_id
T0000131,2025-05-18 03:00:25,M00095,C001531,6012,428.83,SAR,114.07,succeeded,card,Visa,6856,CA,Montreal,0.0,4JR8PH,2.35,20,2.88,1.44,1.44,111.19,SB20250518-002
T0000132,2025-05-23 09:53:24,M00044,C003744,7399,214.68,EUR,234.0,succeeded,crypto_onramp,Visa,7738,AE,Sharjah,0.1,LWUGBG,2.32,30,5.73,2.88,2.85,228.27,SB20250523-004
T0000133,2025-05-24 10:45:48,M00001,C000584,7399,271.94,AED,73.97,pending,card,Discover,2669,DE,Munich,0.17,OBOWMR,2.19,30,1.92,0.96,0.96,0.0,SB20250524-004
T0000134,2025-05-19 00:50:53,M00095,C007879,6012,446.6,GBP,585.05,pending,card,Mastercard,9569,SA,Dammam,0.05,LBDVOS,2.35,20,13.95,7.09,6.86,0.0,SB20250519-001
T0000135,2025-05-13 04:54:37,M00051,C004128,7999,67.86,AED,18.46,succeeded,card,Visa,8085,DE,Hamburg,0.15,HPCD2N,2.35,35,0.78,0.29,0.49,17.68,SB20250513-002
T0000136,2025-05-24 06:51:45,M00006,C007471,6012,979.2,CAD,714.82,succeeded,card,Discover,5851,NL,Rotterdam,0.2,LSRHYJ,2.24,20,16.21,8.65,7.56,698.61,SB20250524-004
T0000137,2025-05-04 18:13:11,M00083,C002304,4812,162.24,USD,162.24,succeeded,card,Mastercard,0914,NL,Amsterdam,0.12,LHHTW5,2.67,35,4.68,2.02,2.66,157.56,SB20250504-004
T0000138,2025-05-14 18:16:40,M00018,C001481,4812,420.0,JOD,592.2,succeeded,card,Mastercard,3590,GB,Bristol,0.41,UBZ8ED,2.67,30,16.11,7.18,8.93,576.09,SB20250514-005
T0000139,2025-05-02 00:25:55,M00089,C000537,5812,69.96,AED,19.03,succeeded,google_pay,Visa,8791,AE,Sharjah,0.09,69AO7H,2.27,40,0.83,0.3,0.53,18.2,SB20250502-001
T0000140,2025-05-20 08:08:36,M00065,C000204,5999,143.16,AED,38.94,succeeded,card,Mastercard,7766,US,NYC,0.38,6IC98B,2.87,40,1.52,0.54,0.98,37.42,SB20250520-005
T0000141,2025-05-07 13:52:05,M00120,C005704,5732,67.73,GBP,88.73,succeeded,card,Mastercard,5359,JO,Zarqa,0.12,2U9MQO,2.28,25,2.27,1.13,1.14,86.46,SB20250507-005
T0000142,2025-05-11 07:03:17,M00017,C000345,5999,64.68,JOD,91.2,succeeded,card,Mastercard,9866,FR,Lyon,0.08,L62GF9,2.57,20,2.54,1.16,1.38,88.66,SB20250511-004
T0000143,2025-05-28 03:16:14,M00049,C003740,5734,84.48,AED,22.98,succeeded,card,Mastercard,6314,AE,Abu Dhabi,0.19,H9SN9B,3.14,35,1.07,0.35,0.72,21.91,SB20250528-002
T0000144,2025-05-11 22:10:47,M00091,C004586,7399,157.82,CAD,115.21,succeeded,card,Mastercard,2723,FR,Marseille,0.04,GOAQ6R,2.37,30,3.03,1.45,1.58,112.18,SB20250511-001
T0000145,2025-05-07 10:34:21,M00061,C005129,5812,14.96,GBP,19.6,succeeded,bank_transfer,Mastercard,3116,SA,Dammam,0.02,XMULHW,2.61,15,0.66,0.31,0.35,18.94,SB20250507-002
T0000146,2025-05-11 13:07:07,M00119,C005563,5691,94.46,EUR,102.96,succeeded,crypto_onramp,Mastercard,3232,AE,Dubai,0.0,IHG9FD,3.29,30,3.69,1.31,2.38,99.27,SB20250511-002
T0000147,2025-05-18 06:07:39,M00120,C006772,5732,84.49,TRY,2.53,succeeded,bank_transfer,Mastercard,6145,TR,Izmir,0.2,AG6LD5,2.28,25,0.31,0.1,0.21,2.22,SB20250518-004
T0000148,2025-05-06 15:24:43,M00096,C001223,5732,191.99,AED,52.22,succeeded,card,Visa,0552,FR,Marseille,0.15,AQ9G99,2.53,20,1.52,0.7,0.82,50.7,SB20250506-005
T0000149,2025-05-20 11:52:01,M00029,C003552,7399,461.68,JOD,650.97,succeeded,google_pay,Visa,7022,CA,Montreal,0.16,YP0QVQ,2.36,20,15.56,7.88,7.68,635.41,SB20250520-005
T0000150,2025-05-21 23:07:21,M00031,C007009,7399,277.24,TRY,8.32,succeeded,cash_app,Mastercard,6806,CA,Montreal,0.39,5FYLGG,2.09,20,0.37,0.17,0.2,7.95,SB20250521-003
T0000151,2025-05-12 20:15:44,M00086,C005692,4812,301.69,GBP,395.21,succeeded,cash_app,Visa,2057,NL,Utrecht,0.26,FBH3I6,2.43,25,9.85,4.81,5.04,385.36,SB20250512-003
T0000152,2025-05-22 14:53:32,M00110,C002162,7399,190.75,USD,190.75,succeeded,card,Visa,7918,DE,Hamburg,0.09,DRTZVQ,2.83,40,5.8,2.36,3.44,184.95,SB20250522-005
T0000153,2025-05-12 12:35:54,M00064,C002011,7999,76.49,CAD,55.84,succeeded,apple_pay,Visa,5938,JO,Amman,0.12,UR54AS,2.66,10,1.59,0.74,0.85,54.25,SB20250512-005
T0000154,2025-05-25 08:42:18,M00093,C000701,6012,220.0,USD,220.0,succeeded,card,Mastercard,4588,SA,Dammam,0.18,7IDPGM,3.01,30,6.92,2.71,4.21,213.08,SB20250525-001
T0000155,2025-05-24 21:20:57,M00020,C007368,5411,49.55,EUR,54.01,succeeded,cash_app,Visa,1712,FR,Paris,0.1,ZCJQI1,2.53,20,1.57,0.72,0.85,52.44,SB20250524-003
T0000156,2025-05-08 09:08:04,M00039,C007522,5734,55.49,CAD,40.51,succeeded,bank_transfer,Mastercard,5821,SA,Dammam,0.14,Y7EY92,3.06,40,1.64,0.56,1.08,38.87,SB20250508-005
T0000157,2025-05-03 10:41:28,M00087,C005471,5999,23.73,CAD,17.32,succeeded,paypal,Mastercard,2546,FR,Paris,0.11,UOGH03,2.3,10,0.5,0.28,0.22,16.82,SB20250503-004
T0000158,2025-05-23 13:04:23,M00041,C005195,5999,152.06,JOD,214.4,succeeded,card,Amex,5987,SA,Jeddah,0.19,4DSIVM,2.43,25,5.46,2.64,2.82,208.94,SB20250523-005
T0000159,2025-05-09 00:45:33,M00024,C003107,6012,413.38,JOD,582.87,succeeded,card,Visa,2951,NL,Amsterdam,0.17,LHFGZC,2.63,20,15.53,7.06,8.47,567.34,SB20250509-004
T0000160,2025-05-08 03:57:08,M00113,C005006,4812,163.64,GBP,214.37,succeeded,bank_transfer,Visa,1056,DE,Berlin,0.13,19GC8Z,2.13,20,4.77,2.64,2.13,209.6,SB20250508-001
T0000161,2025-05-06 22:49:04,M00042,C007855,7399,517.42,AED,140.74,succeeded,cash_app,Amex,8640,TR,Izmir,0.08,BSYHYA,2.27,20,3.39,1.76,1.63,137.35,SB20250506-004
T0000162,2025-05-06 06:45:49,M00047,C001210,7999,40.82,JOD,57.56,succeeded,apple_pay,Mastercard,7810,CA,Vancouver,0.25,45DVPX,2.48,20,1.63,0.76,0.87,55.93,SB20250506-004
T0000163,2025-05-12 21:48:32,M00056,C003710,5691,46.8,CAD,34.16,succeeded,card,Mastercard,8543,FR,Marseille,0.17,IS2PHI,2.73,35,1.28,0.48,0.8,32.88,SB20250512-001
T0000164,2025-05-26 16:41:30,M00082,C006009,5691,90.93,AED,24.73,succeeded,google_pay,Mastercard,7777,US,Chicago,0.14,2H72H5,1.75,20,0.63,0.37,0.26,24.1,SB20250526-005
T0000165,2025-05-12 01:13:05,M00042,C003697,7399,491.86,CAD,359.06,succeeded,crypto_onramp,Mastercard,8349,GB,Manchester,0.0,5WM5XW,2.27,20,8.35,4.38,3.97,350.71,SB20250512-004
T0000166,2025-05-17 17:54:25,M00006,C005346,6012,938.32,SAR,249.59,succeeded,card,Visa,5304,TR,Izmir,0.08,VC4OGI,2.24,20,5.79,3.07,2.72,243.8,SB20250517-005
T0000167,2025-05-09 15:10:09,M00062,C002659,5812,66.53,TRY,2.0,succeeded,card,Mastercard,0655,CA,Vancouver,0.12,TPHROC,3.25,25,0.32,0.09,0.23,1.68,SB20250509-001
T0000168,2025-05-23 01:18:17,M00015,C005618,5812,17.35,USD,17.35,succeeded,card,Visa,3546,CA,Toronto,0.11,W6B8IW,2.38,20,0.61,0.28,0.33,16.74,SB20250523-003
T0000169,2025-05-19 03:29:55,M00065,C002695,5999,97.0,USD,97.0,succeeded,card,Visa,4728,NL,Rotterdam,0.2,5EE9KL,2.87,40,3.18,1.23,1.95,93.82,SB20250519-003
T0000170,2025-05-28 16:21:12,M00113,C005134,4812,101.56,EUR,110.7,succeeded,card,Mastercard,6809,NL,Amsterdam,0.12,NPXV2K,2.13,20,2.56,1.4,1.16,108.14,SB20250528-002
T0000171,2025-05-25 07:52:13,M00034,C002531,4812,74.72,GBP,97.88,succeeded,bank_transfer,Mastercard,9318,GB,Manchester,0.1,Q537QG,2.71,20,2.85,1.24,1.61,95.03,SB20250525-002
T0000172,2025-05-10 19:10:52,M00012,C003233,6012,885.68,TRY,26.57,succeeded,card,Mastercard,1212,SA,Dammam,0.11,CSMV05,2.54,20,0.87,0.39,0.48,25.7,SB20250510-003
T0000173,2025-05-02 02:56:05,M00084,C000838,5691,45.97,USD,45.97,succeeded,card,Discover,7197,AE,Dubai,0.18,RLA0FX,2.74,10,1.36,0.62,0.74,44.61,SB20250502-001
T0000174,2025-05-21 21:08:53,M00119,C004094,5691,36.5,USD,36.5,succeeded,card,Visa,9370,FR,Lyon,0.14,0A143P,3.29,30,1.5,0.51,0.99,35.0,SB20250521-005
T0000175,2025-05-05 17:46:17,M00070,C004457,5411,52.36,TRY,1.57,succeeded,card,Visa,3413,FR,Marseille,0.17,UAGPQT,2.18,35,0.38,0.09,0.29,1.19,SB20250505-001
T0000176,2025-05-07 08:34:02,M00069,C005146,5732,271.17,SAR,72.13,failed,card,Visa,9881,NL,Amsterdam,0.26,8KEU1W,2.7,20,2.15,0.94,1.21,0.0,SB20250507-005
T0000177,2025-05-22 09:41:52,M00077,C005001,4812,173.08,SAR,46.04,succeeded,google_pay,Mastercard,2639,SA,Jeddah,0.27,H7D5ON,2.6,35,1.55,0.62,0.93,44.49,SB20250522-001
T0000178,2025-05-20 07:05:28,M00037,C001198,5691,66.51,TRY,2.0,succeeded,card,Mastercard,3618,NL,Amsterdam,0.32,R6E2KN,2.67,20,0.25,0.09,0.16,1.75,SB20250520-002
T0000179,2025-05-07 22:09:12,M00082,C002398,5691,86.68,AED,23.58,succeeded,card,Visa,4327,GB,Bristol,0.2,SVI42X,1.75,20,0.61,0.35,0.26,22.97,SB20250507-003
T0000180,2025-05-07 10:45:33,M00063,C004257,5999,25.36,TRY,0.76,succeeded,card,Visa,1228,GB,Manchester,0.29,QMUL0B,2.91,40,0.42,0.08,0.34,0.34,SB20250507-002
T0000181,2025-05-26 01:36:26,M00078,C002525,7399,120.0,AED,32.64,succeeded,card,Discover,7782,FR,Marseille,0.21,LPWIUV,2.58,30,1.14,0.46,0.68,31.5,SB20250526-005
T0000182,2025-05-10 21:58:04,M00082,C002097,5691,71.8,CAD,52.41,succeeded,apple_pay,Visa,6395,GB,Manchester,0.1,H9VF35,1.75,20,1.12,0.7,0.42,51.29,SB20250510-005
T0000183,2025-05-02 03:14:25,M00021,C002414,5691,74.02,JOD,104.37,succeeded,card,UnionPay,5886,DE,Hamburg,0.0,777M8U,2.64,30,3.06,1.32,1.74,101.31,SB20250502-003
T0000184,2025-05-23 05:00:41,M00033,C002113,7399,476.02,USD,476.02,succeeded,card,Visa,8019,FR,Marseille,0.11,ML2O9E,2.21,35,10.87,5.78,5.09,465.15,SB20250523-002
T0000185,2025-05-12 05:01:53,M00054,C006922,5734,150.33,SAR,39.99,succeeded,paypal,Mastercard,1036,SA,Jeddah,0.12,DEYCL7,2.04,20,1.02,0.55,0.47,38.97,SB20250512-004
T0000186,2025-05-03 15:11:34,M00101,C002181,5812,80.0,GBP,104.8,succeeded,card,Discover,7696,TR,Izmir,0.1,22H2CY,2.94,10,3.18,1.33,1.85,101.62,SB20250503-003
T0000187,2025-05-20 16:16:48,M00097,C004468,5732,71.97,CAD,52.54,succeeded,card,Amex,6775,DE,Munich,0.17,1BG98V,2.58,20,1.56,0.7,0.86,50.98,SB20250520-003
T0000188,2025-05-27 02:39:16,M00077,C006821,4812,127.0,GBP,166.37,succeeded,card,Amex,1965,TR,Izmir,0.0,9ILX9Q,2.6,35,4.68,2.07,2.61,161.69,SB20250527-004
T0000189,2025-05-22 02:28:56,M00056,C000261,5691,58.14,EUR,63.37,succeeded,bank_transfer,Mastercard,4123,AE,Dubai,0.25,ZNDB3J,2.73,35,2.08,0.83,1.25,61.29,SB20250522-005
T0000190,2025-05-26 22:38:18,M00021,C007056,5691,45.73,TRY,1.37,succeeded,card,Visa,5959,NL,Amsterdam,0.3,YEK0PN,2.64,30,0.34,0.09,0.25,1.03,SB20250526-002
T0000191,2025-05-14 18:01:00,M00052,C003804,7399,308.91,AED,84.02,succeeded,card,Mastercard,8579,FR,Paris,0.0,CVFAL3,2.65,10,2.33,1.08,1.25,81.69,SB20250514-003
T0000192,2025-05-05 05:25:08,M00038,C007341,5734,159.17,GBP,208.51,succeeded,card,UnionPay,6134,DE,Munich,0.11,Z2HSLM,2.41,25,5.28,2.57,2.71,203.23,SB20250505-002
T0000193,2025-05-12 16:34:21,M00052,C001983,7399,417.77,CAD,304.97,succeeded,card,Mastercard,5017,NL,Utrecht,0.0,5MNZY3,2.65,10,8.18,3.73,4.45,296.79,SB20250512-002
T0000194,2025-05-01 16:30:52,M00080,C002008,5411,35.55,CAD,25.95,succeeded,apple_pay,Visa,3915,NL,Utrecht,0.17,2ZF3UU,2.43,35,0.98,0.38,0.6,24.97,SB20250501-005
T0000195,2025-05-11 08:11:26,M00004,C004836,7999,39.7,CAD,28.98,succeeded,card,Amex,4951,JO,Amman,0.23,2EOBK1,2.16,25,0.88,0.42,0.46,28.1,SB20250511-004
T0000196,2025-05-12 08:40:35,M00117,C003280,5411,67.23,TRY,2.02,succeeded,card,Amex,0492,TR,Istanbul,0.07,DQH9BC,3.06,10,0.16,0.09,0.07,1.86,SB20250512-003
T0000197,2025-05-14 01:48:43,M00036,C005925,6012,505.69,JOD,713.02,succeeded,card,Visa,7181,SA,Dammam,0.05,PT5HKD,2.74,40,19.94,8.63,11.31,693.08,SB20250514-005
T0000198,2025-05-22 23:10:12,M00084,C001836,5691,56.27,AED,15.31,succeeded,bank_transfer,Mastercard,9847,US,SF,0.18,3ALFWV,2.74,10,0.52,0.25,0.27,14.79,SB20250522-002
T0000199,2025-05-25 23:55:14,M00119,C004814,5691,24.97,SAR,6.64,succeeded,card,Amex,9958,CA,Toronto,0.23,W8J36T,3.29,30,0.52,0.15,0.37,6.12,SB20250525-005
T0000200,2025-05-20 06:29:37,M00068,C005909,5812,33.55,JOD,47.31,succeeded,card,Mastercard,7431,JO,Zarqa,0.17,795JZH,2.25,40,1.46,0.64,0.82,45.85,SB20250520-004
T0000201,2025-05-11 13:25:30,M00094,C002926,5812,29.24,USD,29.24,succeeded,card,Visa,1633,JO,Amman,0.18,4DMHAO,2.06,20,0.8,0.42,0.38,28.44,SB20250511-001
T0000202,2025-05-10 06:23:03,M00114,C004864,7999,36.96,JOD,52.11,succeeded,card,Visa,6704,US,Seattle,0.2,0XCEP1,2.65,35,1.73,0.7,1.03,50.38,SB20250510-001
T0000203,2025-05-21 07:36:31,M00029,C007210,7399,287.65,JOD,405.59,succeeded,crypto_onramp,Mastercard,2832,GB,Manchester,0.14,C31Y3E,2.36,20,9.77,4.94,4.83,395.82,SB20250521-005
T0000204,2025-05-10 14:32:33,M00112,C000444,5691,48.96,SAR,13.02,succeeded,card,Visa,1534,AE,Sharjah,0.22,8FHK4R,2.33,25,0.55,0.23,0.32,12.47,SB20250510-002
T0000205,2025-05-13 22:24:09,M00046,C002914,7999,53.72,JOD,75.75,succeeded,card,Discover,8966,JO,Zarqa,0.23,H2TBAD,2.42,35,2.18,0.98,1.2,73.57,SB20250513-004
T0000206,2025-05-19 12:15:02,M00083,C004231,4812,129.17,USD,129.17,succeeded,card,Visa,4705,TR,Ankara,0.2,UX51F0,2.67,35,3.8,1.62,2.18,125.37,SB20250519-001
T0000207,2025-05-15 17:59:13,M00104,C005395,5734,117.73,TRY,3.53,succeeded,paypal,mada,7741,GB,Manchester,0.0,HQMLYA,3.08,35,0.46,0.11,0.35,3.07,SB20250515-004
T0000208,2025-05-18 07:51:57,M00115,C002805,5691,29.96,JOD,42.24,succeeded,card,Visa,4184,US,LA,0.19,420A14,1.92,30,1.11,0.58,0.53,41.13,SB20250518-003
T0000209,2025-05-25 01:37:12,M00036,C005045,6012,540.39,AED,146.99,reversed,google_pay,Visa,8302,DE,Hamburg,0.12,G6AD0Q,2.74,40,4.43,1.83,2.6,0.0,SB20250525-001
T0000210,2025-05-15 04:28:49,M00014,C000521,5732,87.1,JOD,122.81,succeeded,bank_transfer,Visa,8902,AE,Sharjah,0.05,GCCDYH,2.12,25,2.85,1.54,1.31,119.96,SB20250515-004
T0000211,2025-05-16 05:20:45,M00069,C007487,5732,82.61,CAD,60.31,succeeded,card,Amex,3102,NL,Rotterdam,0.2,XSC19A,2.7,20,1.83,0.79,1.04,58.48,SB20250516-001
T0000212,2025-05-26 16:45:56,M00094,C001051,5812,20.74,JOD,29.24,succeeded,crypto_onramp,Discover,5040,CA,Montreal,0.14,OP3FO9,2.06,20,0.8,0.42,0.38,28.44,SB20250526-004
T0000213,2025-05-08 11:23:15,M00077,C000184,4812,247.28,TRY,7.42,succeeded,card,Visa,8051,AE,Abu Dhabi,0.2,VRLGC8,2.6,35,0.54,0.16,0.38,6.88,SB20250508-002
T0000214,2025-05-08 12:52:01,M00088,C006488,5812,16.64,AED,4.53,succeeded,card,Visa,4851,AE,Sharjah,0.17,ZGL6EP,2.48,40,0.51,0.12,0.39,4.02,SB20250508-003
T0000215,2025-05-12 22:14:47,M00031,C006611,7399,900.0,EUR,981.0,succeeded,apple_pay,Mastercard,9459,FR,Marseille,0.0,5JV6PO,2.09,20,20.7,11.84,8.86,960.3,SB20250512-005
T0000216,2025-05-05 01:56:32,M00052,C003467,7399,520.15,JOD,733.41,succeeded,card,UnionPay,8806,FR,Marseille,0.08,AM01DO,2.65,10,19.54,8.87,10.67,713.87,SB20250505-004
T0000217,2025-05-10 14:06:24,M00041,C000161,5999,50.47,TRY,1.51,succeeded,apple_pay,Visa,2729,FR,Lyon,0.25,XQVAHV,2.43,25,0.29,0.09,0.2,1.22,SB20250510-002
T0000218,2025-05-23 16:16:21,M00005,C002190,6012,1011.02,EUR,1102.01,succeeded,card,Visa,0544,DE,Munich,0.09,CN3NXB,2.37,30,26.42,13.29,13.13,1075.59,SB20250523-002
T0000219,2025-05-02 14:49:15,M00113,C004503,4812,177.41,CAD,129.51,succeeded,bank_transfer,Visa,7706,DE,Hamburg,0.3,S1S393,2.13,20,2.96,1.62,1.34,126.55,SB20250502-003
T0000220,2025-05-02 10:30:02,M00074,C006739,5732,100.3,CAD,73.22,succeeded,google_pay,Visa,1331,NL,Utrecht,0.2,I1V3ZF,2.85,10,2.19,0.95,1.24,71.03,SB20250502-002
T0000221,2025-05-16 10:54:01,M00002,C001671,5812,39.66,JOD,55.92,succeeded,paypal,Visa,2310,SA,Riyadh,0.03,QWLEN4,2.92,25,1.88,0.74,1.14,54.04,SB20250516-004
T0000222,2025-05-08 18:14:17,M00100,C000957,5812,38.9,JOD,54.85,succeeded,bank_transfer,Mastercard,6558,TR,Ankara,0.11,0YDF0Z,2.43,40,1.73,0.73,1.0,53.12,SB20250508-003
T0000223,2025-05-03 13:12:35,M00059,C004609,5734,53.22,AED,14.48,succeeded,paypal,Amex,2234,AE,Abu Dhabi,0.12,Q4S15Y,2.71,15,0.54,0.24,0.3,13.94,SB20250503-004
T0000224,2025-05-25 05:51:21,M00009,C007403,6012,381.83,EUR,416.19,pending,card,Visa,5128,NL,Amsterdam,0.25,7BDYFG,2.48,30,10.62,5.06,5.56,0.0,SB20250525-001
T0000225,2025-05-13 22:54:59,M00100,C006737,5812,37.76,JOD,53.24,succeeded,card,Visa,3555,CA,Toronto,0.0,XOY55P,2.43,40,1.69,0.71,0.98,51.55,SB20250513-001
T0000226,2025-05-28 07:15:21,M00119,C007114,5691,122.16,CAD,89.18,refunded,google_pay,Visa,6566,FR,Paris,0.27,J8MBOK,3.29,30,3.23,1.14,2.09,0.0,SB20250528-004
T0000227,2025-05-01 19:31:47,M00037,C001828,5691,89.67,AED,24.39,succeeded,bank_transfer,Mastercard,2492,AE,Dubai,0.07,EIRNJ8,2.67,20,0.85,0.36,0.49,23.54,SB20250501-004
T0000228,2025-05-24 11:45:33,M00098,C001830,5999,94.26,EUR,102.74,succeeded,card,Visa,3181,GB,Bristol,0.1,S73R9P,2.22,25,2.53,1.3,1.23,100.21,SB20250524-002
T0000229,2025-05-05 09:18:15,M00069,C003183,5732,70.02,JOD,98.73,succeeded,card,Mastercard,2145,US,Chicago,0.0,9GDYA1,2.7,20,2.87,1.25,1.62,95.86,SB20250505-002
T0000230,2025-05-15 07:47:41,M00035,C003366,7999,116.08,GBP,152.06,succeeded,paypal,Visa,1624,DE,Hamburg,0.12,RRU0SI,1.83,15,2.93,1.89,1.04,149.13,SB20250515-002
T0000231,2025-05-11 21:17:13,M00060,C000549,5732,187.01,TRY,5.61,succeeded,card,Mastercard,8018,AE,Abu Dhabi,0.07,ARNNHH,1.74,30,0.4,0.14,0.26,5.21,SB20250511-002
T0000232,2025-05-03 13:26:25,M00003,C006756,5732,65.62,USD,65.62,succeeded,card,Mastercard,3670,TR,Izmir,0.11,EQ9SB0,2.83,30,2.16,0.86,1.3,63.46,SB20250503-004
T0000233,2025-05-27 02:16:23,M00112,C004006,5691,99.08,SAR,26.36,succeeded,card,Visa,3542,NL,Utrecht,0.13,H1RCS1,2.33,25,0.86,0.39,0.47,25.5,SB20250527-005
T0000234,2025-05-07 20:17:52,M00051,C005266,7999,32.93,EUR,35.89,succeeded,card,Mastercard,3356,NL,Rotterdam,0.1,WLSRH2,2.35,35,1.19,0.5,0.69,34.7,SB20250507-005
T0000235,2025-05-19 03:28:05,M00116,C003329,5999,40.16,JOD,56.63,succeeded,apple_pay,Visa,6242,AE,Abu Dhabi,0.18,8JFXYS,2.86,30,1.92,0.75,1.17,54.71,SB20250519-001
T0000236,2025-05-21 15:56:12,M00064,C006281,7999,54.33,TRY,1.63,succeeded,bank_transfer,Visa,3436,US,SF,0.12,1T7ZI6,2.66,10,0.14,0.09,0.05,1.49,SB20250521-003
T0000237,2025-05-04 18:56:33,M00115,C006502,5691,76.45,CAD,55.81,succeeded,card,Visa,7953,TR,Istanbul,0.0,6NCKUE,1.92,30,1.37,0.74,0.63,54.44,SB20250504-003
T0000238,2025-05-01 12:20:30,M00104,C001762,5734,79.24,EUR,86.37,succeeded,google_pay,Visa,4086,GB,Bristol,0.0,LG513T,3.08,35,3.01,1.11,1.9,83.36,SB20250501-003
T0000239,2025-05-12 10:59:11,M00024,C004687,6012,500.41,EUR,545.45,succeeded,card,Discover,6189,DE,Berlin,0.17,27QOIX,2.63,20,14.55,6.62,7.93,530.9,SB20250512-004
T0000240,2025-05-24 21:09:51,M00096,C001038,5732,120.64,USD,120.64,succeeded,card,Visa,9072,DE,Hamburg,0.21,AOCXIJ,2.53,20,3.25,1.52,1.73,117.39,SB20250524-003
T0000241,2025-05-04 16:53:00,M00073,C007035,5812,38.01,EUR,41.43,succeeded,card,Visa,4503,GB,London,0.22,TXNN46,2.41,35,1.35,0.57,0.78,40.08,SB20250504-002
T0000242,2025-05-02 02:27:15,M00048,C004431,6012,713.64,EUR,777.87,succeeded,card,Visa,6339,US,Chicago,0.25,8TEOZ3,2.58,25,20.32,9.4,10.92,757.55,SB20250502-004
T0000243,2025-05-23 06:43:12,M00011,C003716,7999,58.36,EUR,63.61,succeeded,bank_transfer,Mastercard,7630,TR,Ankara,0.03,19AOKK,2.63,20,1.87,0.83,1.04,61.74,SB20250523-003
T0000244,2025-05-05 13:31:35,M00071,C001151,7999,37.13,GBP,48.64,succeeded,card,Visa,7707,JO,Irbid,0.1,4PRMOQ,2.45,25,1.44,0.65,0.79,47.2,SB20250505-005
T0000245,2025-05-22 06:16:22,M00016,C006248,7399,321.79,AED,87.53,succeeded,card,Visa,1227,AE,Dubai,0.05,PTZG6K,2.43,35,2.48,1.12,1.36,85.05,SB20250522-002
T0000246,2025-05-21 12:22:05,M00089,C002887,5812,28.22,EUR,30.76,succeeded,card,Mastercard,5196,TR,Ankara,0.0,1J8X3P,2.27,40,1.1,0.44,0.66,29.66,SB20250521-005
T0000247,2025-05-14 13:57:00,M00018,C006553,4812,219.54,GBP,287.6,succeeded,card,Visa,7350,SA,Riyadh,0.13,VTKIG0,2.67,30,7.98,3.52,4.46,279.62,SB20250514-004
T0000248,2025-05-17 05:49:27,M00110,C004380,7399,138.7,AED,37.73,succeeded,apple_pay,Mastercard,5745,FR,Marseille,0.14,IC6UBA,2.83,40,1.47,0.52,0.95,36.26,SB20250517-001
T0000249,2025-05-27 08:27:26,M00048,C003093,6012,266.45,SAR,70.88,succeeded,apple_pay,Mastercard,7872,AE,Abu Dhabi,0.07,8D4GBZ,2.58,25,2.08,0.92,1.16,68.8,SB20250527-003
T0000250,2025-05-11 06:59:55,M00049,C000507,5734,147.62,CAD,107.76,succeeded,card,Visa,6209,GB,Bristol,0.11,BRMDYI,3.14,35,3.73,1.36,2.37,104.03,SB20250511-002
T0000251,2025-05-21 18:46:42,M00077,C002431,4812,174.08,SAR,46.31,succeeded,google_pay,Mastercard,4006,DE,Munich,0.06,4TOQFT,2.6,35,1.55,0.63,0.92,44.76,SB20250521-002
T0000252,2025-05-28 06:22:03,M00020,C007067,5411,44.92,USD,44.92,succeeded,card,Visa,7560,JO,Irbid,0.16,ORWMYV,2.53,20,1.34,0.61,0.73,43.58,SB20250528-005
T0000253,2025-05-06 13:13:13,M00065,C004946,5999,86.61,CAD,63.23,succeeded,card,Amex,1736,DE,Hamburg,0.0,C6HWJM,2.87,40,2.21,0.83,1.38,61.02,SB20250506-003
T0000254,2025-05-16 17:31:12,M00003,C004002,5732,50.0,USD,50.0,succeeded,apple_pay,Amex,3785,US,Miami,0.05,2UWDTU,2.83,30,1.72,0.67,1.05,48.28,SB20250516-003
T0000255,2025-05-25 01:04:27,M00011,C004802,7999,60.3,SAR,16.04,succeeded,card,Mastercard,1495,FR,Marseille,0.03,LVU1OK,2.63,20,0.62,0.26,0.36,15.42,SB20250525-002
T0000256,2025-05-07 17:50:03,M00021,C002816,5691,52.56,JOD,74.11,succeeded,card,Mastercard,0315,AE,Sharjah,0.0,W70XDY,2.64,30,2.26,0.96,1.3,71.85,SB20250507-003
T0000257,2025-05-17 02:49:55,M00053,C002359,6012,541.12,SAR,143.94,succeeded,card,UnionPay,8111,CA,Toronto,0.14,LIQP5J,2.36,40,3.8,1.8,2.0,140.14,SB20250517-004
T0000258,2025-05-08 16:19:48,M00041,C006809,5999,93.55,TRY,2.81,succeeded,card,Mastercard,9616,JO,Irbid,0.2,0F9CMJ,2.43,25,0.32,0.1,0.22,2.49,SB20250508-002
T0000259,2025-05-09 05:41:19,M00099,C004552,7399,120.0,USD,120.0,succeeded,google_pay,Amex,9245,TR,Istanbul,0.12,KRW9KX,2.11,30,2.83,1.51,1.32,117.17,SB20250509-003
T0000260,2025-05-08 21:33:17,M00039,C003949,5734,58.49,CAD,42.7,refunded,google_pay,Visa,2198,FR,Lyon,0.13,A7MYUB,3.06,40,1.71,0.58,1.13,0.0,SB20250508-002
